sent_id,subj,pred,obj
17745,提到,还有,事件
17746,内容,包括,电磁场
17750,开关,控制,电路
17751,电流,经过,通路
17753,电路,使,电流
17754,支路,受,影响
17770,导体,构成,电容
17780,电路,研究,性质
17783,定理,构成,基础
17784,电流,引起,变化
17790,物体,失去,电
17792,说法,符合,定律
17793,摩擦,使,电
17793,摩擦,创造,电
17810,关系,受到,冲击
17813,电学,认识,人类
17816,力学,分为,部分
17816,力学,研究,问题
17816,动力学,讨论,关系
17820,速度,超过,声速
17828,人类,面临,困难
17830,实验,没有,结果
17857,阿基米德,奠定,基础
17863,牛顿,奠定,基础
17867,定律,取决于,进展
17870,控制,带来,问题
17873,理论,解释,问题
17876,解释,应有,一定
17889,高温,有,影响
17892,物体,考虑,运动
17893,材料,猜测,密码
17894,课文,说到,工业
17898,要求,输入,计算机
17904,结合,形成,技术
17922,居民,作为,整体
17922,居民,作为,过程
17928,意译,分为,部分
17937,自动化,指,工业生产
17940,发展,出现,工厂
17943,发展,看到,工厂
17944,部件,形成,构成
17949,流水线,影响,质量
17957,传送带,带,产品
17957,产品,装配,过程
17957,工人,装配,过程
17968,计算机,运行,程序
17982,工业,说到,厂房
17982,机床,体现,技术
17982,结合,创造,词语
17983,工业革命,有,意义
17984,计算机,俗称,电脑
17986,计算机,投入,运行
17986,计算机,为,基础
17986,计算机,采用,方式
17986,结构,组成,装置
17987,理论,解决,问题
18000,学校,进行,研究
18004,形状,有所,变化
18007,字母,区分,大小写
18019,路由器,有,联系
18024,冯·诺依曼,解决,问题
18028,闪盘,采用,大小
18036,操作系统,管理,系统
18037,信息,进行,驱动
18038,教育,获得,空间
18039,商店,提供,条件
18040,数据,离不开,计算机
18052,系统,有,发展
18055,系统,完善,作用
18055,计算机,起到,词语
18057,课文,用,材料
18060,组织,组合,系统
18062,生死,构成,过程
18066,细胞,伴随,一生
18074,系统,诞生,寿命
18092,人体,共有,系统
18101,人体,消耗,氧气
18102,过程,称为,呼吸
18119,感受器,传递,信息
18147,系统,选择,词语
18156,神经细胞,传递,大脑
18167,分化,形成,整体
18168,系统,伴随,诀窍
18186,人类,开发,生物技术
18187,文明,发展,水平
18211,表面,生活,植物
18215,顺序,发生,改变
18219,变异,包括,类型
18221,变化,破坏,平衡
18225,重组,包括,定律
18227,现象,叫作,遗传
18228,物质,叫作,染色体
18231,关系,形成,分子
18231,信息,传给,细胞
18253,文字,断开,句子
18265,变化,改变,结果
18271,材料,供应,生产
18283,医生,治疗,疾病
18283,序列,成为,内容
18290,技术,演变,使用
18296,事件,发展,时间
18300,遗传学,扮演,角色
18323,血压,潜伏,危险性
18330,品药,可以,质量
18342,研发,得到,发展
18342,医疗,得到,发展
18345,疾病,增加,风险
18352,生产工具,出现,变化
18354,进程,呈现,轨迹
18357,制造,来自,社会
18358,技术,带来,变化
18359,模式,引领,标志
18359,人类,创造,财富
18360,资料,引入,对象
18360,资料,引入,劳动者
18383,危机,分为,类型
18385,数量,超过,需要
18386,发行量,超过,数量
18386,现象,称之为,通货膨胀
18394,工业,取代,农业
18394,营销,成为,形式
18394,方面,发生,变化
18401,工业革命,要求,劳动力
18401,工业革命,要求,生产
18403,劳动力,成为,设计者
18405,响应,要求,劳动力
18410,革命,选择,劳动力
18435,物理学,研究,存在
18439,物理学家,寻找,规律
18450,搭配,提供,材料
18464,满足,依靠,投入
18470,物质,导致,污染
18472,发展,选择,词语
18478,技术,为,代表
18479,力学,解决,问题
18480,搭配,应用,材料
18481,结合,成为,现象
18489,理论,起到,作用
18491,搭配,掌握,技术
18491,搭配,掌握,细胞
18518,肯尼斯·布劳尔,利用,系统
18526,宾语,利用,激光
18529,南方,下,大雪
18536,纸带,具有,性质
18550,原句,具有,性质
18552,物质,叫,液晶
18563,空气,发生,变化
18580,写作,具有,性质
18587,作用,达到,数值
18587,数值,超过,重力
18594,课文,描述,过程
18596,植物,受到,影响
18599,重力,影响,植物
18599,作用力,代替,重力
18605,星球,存在,物质
18623,作用,达到,幼芽
18623,幼芽,生长,物体
18623,重力,大于,自然
18624,宇航员,失去,重力
18637,化学元素,命名,Cn
18637,化学元素,获,Copernicium
18646,研究,提出,质疑
18648,蚂蚁,产生,物质
18649,物质,阻止,行为
18651,说法,符合,意思
18675,基因,发挥,作用
18679,鱼类,含有,矿物质
18681,流星雨,处于,位置
18681,亚洲,处于,位置
18693,鼻孔,具有,作用
18696,作者,谈到,内容
18702,蚂蚁,生成,物质
18703,物质,提醒,蚂蚁
18707,成果,探测,物质
18707,蚂蚁,探测,物质
18711,物质,传递,信息
18745,现象,具有,特性
18745,过程,具有,特性
18757,技术,没有,区别
18766,光线,影响,运转
18805,讨论,说,名称
18807,实验,取,晶体
18811,实验,取,玻璃杯
18819,数量,取,硫酸
18833,热量,传递,表面
18854,感觉,认识,对象
18855,造句,发生,变化
18855,作用,发生,变化
18861,引力,达到,原子
18861,作用,受到,吸引
18861,原子,受到,吸引
18865,气体,停止,运动
18886,动物,称为,冷血动物
18887,方式,称为,调节
18889,动物,维持,体温
18902,方式,叫,调节
18922,动物,躲避,影响
18923,计算机,完成,运算
18927,聪明,数,黑猩猩
18938,动物,调节,体温
18946,动物,适应,变化
18948,鸟类,属于,动物
18949,动物,采用,方式
18953,动物,有,体温
18962,成绩,处于,位置
18971,街头,多,标志
18984,数据,加以,说明
19016,方向,受到,影响
19021,物理学家,运用,加速器
19025,内容,加以,利用
19025,现象,加以,利用
19029,模型,写出,内容
19029,问题,写出,内容
19030,理解,选出,答案
19047,词语,起,作用
19060,胶带,放射,光线
19061,年代,得出,结论
19061,过程,放射,射线
19064,胶带,发出,光线
19067,课文,说明,主题
19074,地球,受到,压缩
19080,物理学,失去,能力
19096,环境,令,保护者
19099,人类,当做,父母
19103,造句,引出,结果
19106,分析法,作为,手段
19115,气层,挡住,视线
19119,地球,变成,黑洞
19131,地球,成为,黑洞
19139,方法,失去,作用
19156,太阳,距,中心
19162,科学,实现,传递
19171,信息,传递,植物
19172,乙烯,发挥,作用
19172,乙烯,加快,速度
19190,造句,达到,结果
19194,环境,受到,污染
19200,育种,需要,时间
19201,造句,选择,内容
19201,活动,选择,内容
19202,实验,进行,搭配
19233,人类,利用,媒介
19234,练习,做,分类
19235,速度,快于,种子
19239,作用,具有,价值
19241,技术,具有,前景
19253,过程,称作,作用
19270,周期,等于,时间
19270,地球,相对于,恒星
19283,造句,选择,答案
19283,活动,选择,答案
19284,压力,填出,部位
19292,植物,消耗,物质
19295,输送,需要,动力
19306,问题,待,探索
19307,格子,放,数字
19308,欧拉,提出,问题
19309,问题,表示,军官
19311,时间,得到,解决
19325,利用,使得,关系
19338,猩猩,行使,骗术
19339,物体,遵循,运动
19347,内容,进行,搭配
19358,写作,描述,问题
19360,猜想,存在,引力
19368,小组,分析,过程
19370,科学界,发现,关系
19371,成果,发挥,作用
19375,单元,注意,表述
19377,知识,需要,能量
19377,生物体,需要,能量
19381,物质,来自,土壤
19386,蜡烛,使,空气
19386,薄荷,使,空气
19387,植物,使,空气
19388,原因,在于,光
19395,植物,净化,空气
19402,意思,发生,转折
19408,造句,解释,意思
19411,动物,具有,能力
19411,动物,具有,智慧
19412,机器,有,属性
19415,牛顿,受到,启发
19422,年代,选择,答案
19423,蜡烛,制造,氧气
19423,瓶中,发现,照射
19436,解释,写成,文章
19449,恒星,进行,反应
19467,化学家,发现,元素
19482,动物,有,危害
19487,有机物,来自,绿色植物
19490,造句,排出,顺序
19490,活动,排出,顺序
19496,质量,相当于,恒星
19500,质量,超过,太阳
19501,反应,生成,元素
19503,恒星,生成,元素
19507,写作,缩写,短文
19507,课文,缩写,短文
19509,枫树,开发,能源
19511,植物,产生,电流
19514,研究者,使用,材料
19514,大叶枫,产生,电压
19519,发现,产生,影响
19520,现象,进行,对比
19520,现象,进行,表述
19524,方法,测量,变化
19526,距离,发生,变化
19529,质量,出现,变化
19533,科学家,利用,卫星
19534,观测站,参与,工作
19535,研究员,分析,结果
19557,植物,有,感觉
19559,原因,引起,发生
19563,人类,带到,大陆
19563,疾病,导致,灭亡
19563,猎手,使,过程
19568,新药,取得,结果
19569,地球,受到,关注
19571,调查,为,城市
19573,时间,为,基准
19573,月球,经过,时间
19576,德国,研制,卫星
19576,变化,没有,关系
19582,质量,有,变化
19588,练习,解释,词语
19594,网蛛,跑到,网上
19597,蜘蛛,饲养,成熟期
19598,蟋蟀,放到,网上
19598,蜘蛛,来到,网上
19600,结果,否定,假说
19608,后代,来到,网上
19638,风险,高于,蜘蛛
19638,风险,低于,蜘蛛
19643,蜘蛛,得到,食物
19646,蜘蛛,获得,机会
19647,小组,讨论,关系
19647,讨论,讨论,差异
19647,讨论,讨论,关系
19654,速度,不及,海豹
19663,存在,有,影响
19663,压力,有,作用
19670,课文,探测,物质
19679,实验,动用,探测仪
19680,粒子,撞击,原子
19680,探测仪,捕捉,事件
19687,吸引力,使,星系
19690,物质,叫做,粒子
19696,细胞,占,部分
19710,大脑,有,功能
19714,铁矿,有,重力
19720,科学家,寻找,物质
19722,粒子,穿过,地层
19725,练习,参考,内容
19730,星系,受到,吸引
19734,小组,回答,问题
19734,讨论,回答,问题
19739,写作,写成,报告
19739,结果,写成,报告
19744,生物学家,进行,研究
19748,小鸡,花,时间
19753,动物,伪装成,鸟类
19760,生物,扮成,物体
19761,生物,扮成,东西
19761,生物,扮成,鸟粪
19768,动物,像是,树枝
19772,造句,用,工具
19772,动词,用,工具
19777,天狼星,距离,地球
19791,毛虫,预测,反应
19796,程度,高于,关注
19797,生物,改变,形貌
19803,动物,装成,石头
19814,写作,改成,句子
19818,变化,影响,个头
19827,动物,摄取,食物
19829,缩小,提到,因素
19835,果蝇,改变,温度
19838,动物,使用,神经元
19842,温度,影响,行为
19843,细胞,帮助,果蝇
19844,动物,应对,变化
19847,果蝇,测量,温度
19848,通道,起,作用
19850,动物,找,环境
19857,研究,让,科学家
19860,数据,表明,数字
19879,海洋,称为,生态系统
19881,追踪,高于,生物
19881,变换,进行,搭配
19881,变换,进行,连线
19885,温度,改变,通道
19890,大脑,具有,作用
19895,温度,影响,人类
19897,动物,寻找,环境
19901,动物,对应,变化
19910,果蝇,利用,细胞
19911,动物,具有,机制
19913,科学家,作为,对象
19913,果蝇,作为,对象
19918,统计,出现,迹象
19926,一个,跨上,宇宙飞船
19934,观察者,产生,异议
19935,速度,接近,光速
19937,旅行,成为,可能
19948,地球,有,距离
19960,超导体,做,导线
19964,观察者,选择,答案
19965,结果,建立,虫洞
19968,观察者,有,看法
19970,功率,超过,壁垒
19971,宇宙飞船,超,光速
19976,时钟,具有,现象
19982,写作,写,短文
19984,彼尔,发现,粒子
19984,粒子,调,质量
19986,宇宙空间,存在,分子
19989,苹果,激发,定律
19992,树枝,带入,太空
19993,重力,让,艾萨克·牛顿
19999,飞行,带入,太空
20009,化学家,统称,有机物
20009,物质,统称,有机物
20009,物质,统称,无机物
20011,无机物,具有,性质
20020,化学,划分,有机化学
20027,科学家,称作,有机物
20027,物质,称作,有机物
20036,分子,接触,神经细胞
20037,空气,升入,高空
20038,工人,判断,温度
20052,造句,判断,内容
20052,活动,判断,内容
20058,比例,决定,性质
20062,数量,超过,有机物
20065,讨论,列出,特点
20066,有机物,找到,词语
20066,对象,找到,词语
20067,化学家,叫做,有机物
20067,物质,叫做,有机物
20083,变化,叫做,传导
20094,粒子,发生,转移
20100,现象,叫,传导
20109,生成,受到,抑制
20116,增大,依靠,生长
20117,海葵,查,动物
20123,说明,进行,搭配
20129,分子,发生,相撞
20130,分子,有,运动
20139,问题,困扰,数学家
20143,托马斯·罗基,花,时间
20144,算法,尝试,可能
20144,算法,处理,可能
20145,团队,采用,技术
20148,技术,使得,团队
20157,课文,动摇,讨论
20163,物体,产生,作用
20164,作用,跨越,距离
20172,作用,违反,直觉
20184,效应,发挥,作用
20190,心说,移向,太阳
20190,中心,移向,太阳
20195,物质,发生,化学变化
20217,粒子,需要,媒介
20219,讨论,有,认识
20226,细胞,包含,碱基对
20233,后代,患,疾病
20234,实验,得到,认可
20252,飞机,使,燃料
20265,乒乓球,放大,地球
20275,人类,具备,免疫力
20278,分子,起,作用
20278,分子,起,特性
20279,造句,选择,意思
20279,活动,选择,意思
20281,技术,确定,产生
20281,疾病,破解,尊严
20282,人类,得,综合征
20282,父母,患有,疾病
20292,发展,关系,道德
20298,生物,长成,样子
20309,物体,反射,色光
20310,讨论,有,看法
20311,干预,改变,人类
20312,研究,称,笑气
20312,一氧化二氮,称,笑气
20312,气体,成为,物质
20313,人类,排放,一氧化二氮
20314,人类,采取,措施
20315,人类,削减,使用
20323,人类,排放,笑气
20327,提示,注意,描述
20333,猜想,获,证明
20339,蜜蜂,让,截面
20340,隔墙,呈,平面
20379,动词,起,作用
20384,角度,构成,图形
20394,人脑,形成,化学反应
20396,研究,发现,方法
20412,分子,拥有,化学性质
20424,研究,启发,认识
20426,星系,存在,结构
20437,地球,有,存在
20452,动力,源于,精神
20455,造句,举出,例子
20466,原子,形成,分子结构
20483,分子结构,画,镜像
20485,科学家,利用,物理学
20485,光,转变,形状
20486,工艺,导致,产生
20494,光,出现,图案
20506,物质,做到,测量
20513,测量,产生,干扰
20516,粒子,遵循,规律
20517,物理学家,命名,原理
20522,测量,受到,干扰
20523,原理,没有,关系
20551,光,发生,作用
20551,仪器,发生,作用
20553,质量,乘以,速度
20557,工具,有,误差
20559,触碰,造成,准确
20562,接触,改变,位置
20571,讨论,了解,内容
20586,形成,受到,阻滞
20588,大脑,形成,记忆
20590,神经元,加固,电路
20591,研究,推翻,观点
20592,发现,否认,作用
20593,形成,获得,记忆
20594,神经元,形成,记忆
20595,大脑,存储,信息
20618,角色,起,作用
20620,基因,扮演,角色
20621,耳朵,扮演,角色
20622,海洋,扮演,角色
20631,动物,保持,联系
20634,下面,是不是,作用
20644,理解,选择,答案
20645,记忆,转移,大脑皮层
20646,老鼠,做,运动
20646,老鼠,做,练习
20646,神经元,破坏,记忆
20648,老鼠,找回,记忆
20653,海马区,调动,细胞
20660,工作,进行,研究
20662,工作,得到,证明
20676,概率,发生,变化
20678,方法,叫做,统计
20679,统计,得到,应用
20689,计算机,进行,检索
20713,地质学家,判断,关系
20715,元素,统称,物质
20722,登山家,进行,测量
20744,公式,着眼于,句子
20749,结果,存入,嫌疑度
20766,道尔顿,提出,定律
20773,道尔顿,解释,定律
20791,地球,当作,中心
20817,结构,经历,链接
20820,光子,自携带,信息
20820,示意图,进行,传递
20822,光子,发送,位置
20837,化石,包括,碎块
20846,遗址,位于,里程碑
20846,进化,位于,里程碑
20852,进化论,得到,支持
20858,变化,分成,种群
20865,化石,给,现代人
20878,动物,面临,威胁
20887,植物,利用,二氧化碳
20888,动物,吸入,氧气
20890,动植物,起,作用
20892,光合作用,稳定,比例
20893,水蒸气,利用,二氧化碳
20897,连线,出现,动物
20908,光能,转化,能量
20912,生物,适应,环境
20915,光线,转化,能量
20916,光合作用,产生,能量
20924,化学反应,阅读,温室效应
20927,地球,反射,辐射
20934,二氧化碳,叫,干冰
20936,食品,存放,时间
20953,性质,表现,趋势
20956,科学家,寻找,化学元素
20962,元素,在,中部
20977,制造,促进,提高
20978,历史学家,作为,标志
20978,器具,作为,标志
20981,半导体,推动,运转
20983,半导体,在,身边
20984,社会,叫做,时代
20989,同屋,说,汉语
20993,半导体,使,科技
20996,科学家,开发,能源
21003,词语,替代,能源
21003,奥运会,阅读,理解
21008,国家,有,能源
21014,塑料袋,放入,水中
21031,计算机,常用,二进制
21047,普通,有,标志
21072,次数,高于,方程
21081,单位,叫做,要素
21093,计算,表示,压强
21097,桌面,受到,压强
21098,大小,取决于,面积
21105,时候,应该,表面
21105,方向,应该,表面
21126,压强,阅读,起源
21133,星系,继续,运动
21134,引力,使,速度
21135,引力,使,物质
21136,课文,填空,质量
21136,引力,使,宇宙
21142,人造卫星,需要,速度
21145,人造卫星,克服,引力
21147,物体,受,吸引
21152,物体,达到,速度
21154,线路,产生,电流
21155,线路,有,部分
21156,电路,装有,断电器
21160,电流,超过,数值
21160,断电器,跳到,位置
21161,按钮,按回,位置
21164,家庭,用,电
21173,信息,传送,中心
21177,警察,集合,技术
21192,里面,储存,资料
21209,电脑,出现,现象
21214,大小,维持,不变
21214,病毒,增加,大小
21216,系统,花,时间
21240,网络,带来,方便
21243,人类,吃,课文
21263,表达,表示,意思
21276,体内,产生,物质
21278,蛋白,有,作用
21305,强度,影响,速度
21311,实验,检验,有效性
21317,针叶,有,作用
21320,速率,取决于,条件
21322,碰撞,使,粒子
21328,催化剂,参加,反应
21329,催化剂,阅读,理解
21329,化学反应,形成,产物
21329,粒子,利用,反应
21329,理论,理解,发生
21335,化学反应,发生,形成
21341,打呵欠,增加,氧气
21341,二氧化碳,排出,体外
21363,硝酸,属于,酸类
21372,胃里,产生,盐酸
21386,微量元素,抗,氧化剂
21405,树脂,发挥,作用
21410,练习,写出,词 保
21422,传感器,收集,信息
21422,电脑,进行,分析
21424,约翰·赫曲克,阅读,理解
21425,传感器,到,信息
21441,金属,变成,黑金
21443,技术,走到,极限
21443,纳米,使,技术
21444,研究,成为,核心
21451,人类,关心,环境
21457,生物,产生,气体
21465,比例,提供,参考
21497,建筑,叫,网格球顶
21499,建筑,节省,材料
21499,三角形,具有,稳定性
21499,建筑,有,特点
21500,建筑,具有,特点
21504,贡献,看到,联系
21505,建筑,连接,地方
21506,数字,用做,检核
21515,数字,具有,意义
21553,时候,指向,下方
21553,方向,指向,下方
21554,时候,指向,上方
21554,方向,指向,上方
21557,拉力,等于,摩擦力
21557,压力,等于,重力
21578,光,发生,折射
21580,光,走,直线
21580,远方,低于,海平面
21595,情况,有,感觉
21599,材料,具有,透气性
21606,表面,用做,材料
21617,搜索引擎,依据,信息
21623,参照物,采用,链接
21623,参照物,采用,特点
21623,参照物,采用,方法
21623,参照物,采用,偏好
21626,链接,找到,信息
21637,医生,获得,信息
21640,医生,获知,检查
21641,建立,使,系统
21642,信息,传送,地方
21643,医生,了解,信息
21645,医生,知道,信息
21646,系统,为,中心
21655,程序,提出,问题
21656,电磁场,发生,变化
21660,黑客,掌握,技术
21663,理解,盗用,手机
21664,过程,分成,程序
21670,程序,提,问题
21690,课文,包括,矿物质
21690,膳食,包括,矿物质
21692,碳水化合物,作为,来源
21701,食物,提供,能量
21701,饮食,具有,构成
21748,萝卜,产生,物质
21756,蛋白质,发生,反应
21757,酒精,有,刺激
21757,浓茶,具有,作用
21759,酒精,转化,乙醛
21760,乙醛,有,作用
21761,生物化学反应,使,成分
21768,滑雪板,分散,重力
21769,文章,表达,关系
21775,体内,还有,金属
21781,元素,属于,金属元素
21783,元素,有,作用
21790,元素,有着,作用
21792,微量元素,充当,作用
21792,生物化学反应,充当,作用
21806,方法,取决于,化学性质
21809,氧化铁,加以,还原
21811,词语,提取,化合物
21826,质量,符合,标准
21827,检查,符合,标准
21831,文字,组合,形式
21832,限量,象征,理解
21837,食品,标志,图形
21842,石灰,发生,反应
21843,成分,发生,分解
21850,课文,创造,物质
21850,人类,创造,物质
21853,黏土,改变,颜色
21858,技术,发展,水平
21860,炭黑,使,陶器
21861,化合物,还原,金属
21865,词语,描绘,理解
21886,晶体,呈,结晶
21899,电场,发生,变化
21903,数字,利用,效应
21904,下方,有,电极
21905,电极,显示,数字
21913,化学性能,没有,规则
21913,变化,没有,规则
21924,克雷默,模仿,结构
21930,形体,模仿,结构
21934,方式,表示,时间
21947,交点,称为,顶点
21949,抛物线,位于,下方
21966,标杆,跑到,下方
21974,大地,看成,平面
21995,时间,反映,速度
21997,纪录,反比,理解
22020,马雷,拍下,过程
22022,结果,使,物理学家
22023,洛强斯基,提出,解释
22024,麦克唐纳,做,实验
22025,凯恩,做,研究
22025,半身,做,运动
22027,研究,有着,意义
22037,洛强斯基,拍下,过程
22037,马雷,做,实验
22057,现象,体现,膨胀
22063,练习,写出,良好
22063,练习,写出,食物
22072,动物,生活,物种
22077,条件,指,问题
22079,程度,影响,寿命
22086,人类,建造,房屋
22092,变化,成为,因素
22104,振动,降低,水平
22114,结构,采用,材料
22117,机器人,取得,发展
22120,机械手,属于,此类
22148,字节,转换,数字
22160,地址,好,记忆
22160,系统,创造,地址
22165,机器,完成,工作
22173,作用,相当于,眼睛
22179,过程,使,执行
22187,过程,包括,部分
22188,方式,用于,顺序
22197,社会,进入,时代
22203,根据,取决于,练习
22238,理解,出现,现象
22241,练习,经常,实验
22241,理解,具有,透气性
22241,能量,借给,陌生人
22241,能量,借给,来源
22241,反应,取决于,程序
22241,反应,取决于,机率
22241,反应,取决于,流线型
22241,理解,取决于,程序
22241,理解,取决于,机率
22241,理解,取决于,流线型
22241,影子,得到,测量
22241,影子,得到,理解
22241,凯恩,做,实验
22245,练习,合乎,跨度
22245,练习,合乎,理解
22245,消耗,合乎,理解
22245,理解,利于,登机
22245,理解,利于,阅读
22245,练习,利于,登机
22245,练习,利于,阅读
22245,练习,利于,理解
22245,蛋白,抗,氧化剂
22245,试验,适应,输入 束
22247,图形,叫做,三角形
22257,三角形,写成,△ABC
22261,线段,叫做,中线
22265,关系,观察,三角形
22272,过程,得出,定理
22284,三角形,具有,性质
22289,图形,叫做,四边形
22291,端点,叫做,顶点
22294,线段,叫做,对角线
22309,定理,有着,历史
22312,产生,来源于,认识
22318,定理,有,关系
22326,整体,称为,集合
22327,对象,叫做,元素
22348,对象,属于,集合
22351,集合,表示,三角形
22376,集合,含有,元素
22380,知识,属于,关系
22392,单位,占据,位置
22396,三千四百零二万五千,写,数字
22406,分数,表示,形式
22415,倍数,有,问题
22429,世界,充满,变化
22432,路程,有,关系
22451,等式,叫做,表达式
22456,函数,涉及,问题
22458,心电图,表示,函数
22472,曲线,叫做,抛物线
22482,函数,用到,概念
22512,乘方,看作,结果
22518,符号,叫做,根号
22529,一个,叫,质数
22532,用法,表示,对象
22533,改变,叫做,运动
22554,质量,倍于,月球
22560,表达,判断,真假
22561,语句,叫做,命题
22600,真假性,有,关系
22654,反射,看见,物体
22654,光,进入,眼睛
22655,物体,叫做,光源
22655,物体,叫做,萤火虫
22657,物体,反射,光
22661,直线,叫做,光线
22662,光,射到,表面上
22666,光线,分居,两侧
22671,成像,看到,蜡烛
22676,光,进入,水中
22677,方向,发生,现象
22685,光线,偏离,线
22694,光,叫做,色光
22695,色光,产生,光
22699,一部分,透过,物体
22708,透镜,有,作用
22719,物体,到,透镜
22728,放大镜,属于,情况
22731,周围,来自,物体
22744,光,射到,原因
22744,光,射到,表面
22755,距离,变,光线
22759,同学,举,例子
22765,光,射入,水中
22765,速度,不变,光年
22765,单位,发生,反射
22765,光线,遵循,定律
22787,介质,发生,现象
22792,现象,叫做,光
22802,现象,属于,折射
22804,现象,叫,海市蜃楼
22805,孩子,眨,眼睛
22808,光,射向,玻璃
22811,现象,叫做,折射
22813,方向,改变,光
22813,污染,成为,问题
22838,中间,小于,厚度
22855,水滴,使,阳光
22859,太阳光,发散,光线
22882,光线,叫做,透镜
22884,延长线,叫做,透镜
22890,可见光,遵从,定律
22892,潜望镜,利用,光
22892,光,损害,身心健康
22894,建筑,安装,幕墙
22897,光,形成,光线
22899,距离,使,眼睛
22899,大小,使,眼睛
22900,光线,射入,液体
22900,光线,射入,速度
22933,紫外线,使,物质
22946,位置,称为,运动
22955,物体,有,形状
22959,物体,具有,质量
22962,概念,有,联系
22962,时刻,有,联系
22962,时间,有,联系
22964,时间,指,间隔
22973,运动,表示,快慢
22973,速度,等于,比值
22979,大小,叫做,速率
22980,比值,叫做,速率
22985,速度,保持,不变
22987,速度,叫做,运动
22995,物体,具有,方向
22995,速度,具有,方向
22998,矢量,发生,变化
23005,物体,没有,加速度
23014,比值,叫做,速度
23017,纳米,写出,位置
23017,轨迹,写出,位置
23035,路程,等于,大小
23044,乌龟,爬到,终点
23064,速度,属于,矢量
23093,广州,在,南方
23123,同学,需,时间
23136,流动,属于,运动
23139,程度,称为,速度
23144,知识,阅读,物理
23145,长度,等于,半径
23186,体积,发生,改变
23199,过程,叫做,合成
23201,对角线,代表,方向
23208,分解,求,分力
23219,定律,揭示,关系
23227,一个,叫做,作用力
23252,机械,叫做,轮轴
23255,斜面,也是,机械
23256,拉力,小于,重力
23257,弹力,超过,限度
23266,字母,写入,摩擦
23278,绳子,碰到,摩擦
23297,宇宙飞船,处于,状态
23358,选择题,提起,机械
23358,拉力,提起,机械
23362,顶部,受到,作用
23363,起重机,吊起,重物
23363,起重机,改用,速度
23370,重物,选用,机械
23424,受力,发生,形变
23433,气球,受到,作用
23434,物体,发生,形变
23437,物体,表现,惯性
23441,练习,加上,后缀
23452,知识,阅读,定律
23454,物理学,发展,阶段
23456,物理学家,创立,量子力学
23459,爱因斯坦,提出,相对论
23466,后缀,表示,性质
23466,后缀,表示,程度
23489,电压,产生,电流
23489,两端,有,电压
23490,电源,提供,电压
23525,功率,消耗,电能
23527,电能,发生,转化
23544,周围,存在,物质
23545,周围,有,电场
23555,工作,包括,过程
23558,电容器,解决,问题
23561,比值,叫做,电容
23563,指向,阻碍,电阻
23571,大小,均无,关系
23599,电压,消耗,形式
23601,选择题,使,功率
23629,电场,没有,作用
23651,方向,做,变化
23658,电压,等于,两端
23658,电阻,等于,串联
23659,倒数,等于,电阻
23670,比值,叫做,电容器
23679,并联,小于,电流
23692,改写,改写,句子
23695,电阻,表示,圆周率
23695,直径,表示,压强
23695,面积,表示,引力
23695,体积,表示,加速度
23696,材料,叫做,半导体
23698,变化,转化,电信号
23702,电阻,起到,作用
23707,半导体,发挥,作用
23713,靶子,表示,元素
23724,分子,属于,此类
23731,分子,包含,氢原子
23731,分子,包含,原子
23733,水中,有,分子
23742,物质,起,变化
23742,分子,起,变化
23743,分子,发生,变化
23745,分子,分成,粒子
23745,原子,组合,分子
23746,原子,发生,变化
23756,表中,列出,构成
23758,原子核,相当于,大小
23763,比值,又称,原子量
23765,元素,称为,化学元素
23768,氢原子,统称,元素
23768,原子,统称,元素
23786,外层,具有,结构
23787,趋向,达到,结构
23789,形成,失去,电子
23793,离子,形成,化合物
23796,氧气,写出,汉字
23796,句子,构成,物质
23809,物质,没有,变化
23826,元素,具有,统一
23842,选择题,属于,粒子
23863,元素,呈现,惰性
23880,金属元素,失去,电子
23880,金属元素,得到,电子
23896,物质,含,元素
23902,粒子,具有,不同
23906,铁轨,到,长度
23909,温度计,拿到,外面
23920,实验,有,误差
23934,词组,组成,句子
23934,原子,平行,四边形
23948,通信卫星,在,上空
23964,粒子,构成,世界
23968,燃烧,属于,化学变化
23971,化学变化,生成,物质
23974,性质,叫做,化学性质
23975,盐酸,反应,气体
23977,密度,属于,性质
23988,质量,叫做,符号
24004,化合物,有,组成
24008,物质,参加,反应
24008,集团,参加,反应
24019,物质,组成,元素
24021,方程式,学习,化学
24024,化学家,表示,关系
24026,方程式,反映,事实
24052,玻璃,碎,变化
24053,氢气,燃烧,化学变化
24066,变化,叫做,化学反应
24075,过程,属于,化学变化
24077,下列,属于,性质
24078,下列,属于,化学性质
24128,式子,叫做,方程式
24147,句子,生成,物质
24164,铁块,磨成,变化
24172,铜器,生,化学变化
24173,二氧化碳,使,石灰水
24186,能源,叫,甲醛
24189,物质,燃烧,二氧化碳
24201,用途,决定,性质
24212,性质,说出,结果
24215,发展,推动,进展
24218,拉瓦锡,使用,物质
24221,技术,达,要求
24223,化学家,做,实验
24225,认识,有,发展
24274,前者,属于,物质
24274,后者,起,作用
24295,食盐,放到,水中
24299,物质,叫做,溶剂
24302,酒精,做,溶剂
24302,汽油,溶解,油脂
24303,高锰酸钾,溶于,汽油
24307,现象,发生,变化
24308,过程,吸收,热量
24308,过程,放出,热量
24318,过程,叫,结晶
24322,水中,溶解,硝酸钾
24323,物质,达到,状态
24325,水里,溶解,氯化钠
24350,质量,计算,成分
24352,质量,计算,分数
